chainId,dexId,baseToken,pairAddress,liquidity,ccxt_ticker
bsc,biswap,BAT,0xa099F0D90Eb17283Ae7d302d0a6ebb0CaCab39DF,"{""usd"":93717.1187107823,""base"":272145,""quote"":182.99}",BAT
bsc,apeswap,LINK,0x092ADA3818DB7FBb8e0A2124Ff218C5125C1CcE6,"{""usd"":128917.11946309608,""base"":11493,""quote"":251.8}",LINK
oasisemerald,yuzuswap,WETH,0x28c9D3e689B5d3629aFC2D69ef6a2799578574e0,"{""usd"":412137,""base"":166.6,""quote"":5747480}",ETH
ethereum,uniswap,MANA,0x11b1f53204d03E5529F09EB3091939e4Fd8c9CF3,"{""usd"":191920,""base"":302216,""quote"":76.82}",MANA
bsc,biswap,ETH,0x6216E04cd40DB2c6FBEd64f1B5830A98D3A91740,"{""usd"":18986692.140323743,""base"":7578.43,""quote"":562.87}",ETH
bsc,0x670f55c6284c629c23baE99F585e3f17E8b9FC31,WBNB,0x6AF4C4433474B2F8BA385AD62B23299c82846783,"{""usd"":104414.01781688118,""base"":204.02,""quote"":52207}",BNB
fantom,hyperjump,SNX,0xF2fCd382Ee404B105bfc0086ED41F1Bd19B8952a,"{""usd"":101821.69491893388,""base"":32754,""quote"":234647}",SNX
godwoken,yokaiswap,BTCB|bsc,0xE7970Ba16e4922e332AD8cA3650EeD7d52caD4D0,"{""usd"":168267,""base"":5.044,""quote"":33241119}",BTC
ethereum,sushiswap,SNX,0xA1d7b2d891e3A1f9ef4bBC5be20630C2FEB1c470,"{""usd"":409665,""base"":132824,""quote"":163.6}",SNX
bsc,0xC2D8d27F3196D9989aBf366230a47384010440c0,WBNB,0x693d208D53fE2B3a0920530bA48635f050dc2fCa,"{""usd"":142544.32612284253,""base"":278.28,""quote"":71272}",BNB
arbitrum,swapfish,WETH,0x8Bc2Cd9DAB840231A0Dab5B747b8A6085c4eA459,"{""usd"":852985.626058,""base"":342.61,""quote"":426493}",ETH
optimism,uniswap,vLINK,0x008B996FD9E7e6d974D03A834a9dBBFcd74689A2,"{""usd"":784429,""base"":101534,""quote"":212744}",LINK
canto,slingshotfinance,ETH,0x216400ba362d8FCE640085755e47075109718C8B,"{""usd"":3756307,""base"":1507,""quote"":18400110}",ETH
arbitrum,kyberswap,WBTC,0x2a83E1aa650b364Ac88b39f1F67A34abCca8e6F2,"{""usd"":239836.13995917267,""base"":23.98,""quote"":96.29}",BTC
bsc,biswap,SXP,0xedc3f1edB8811d2aE4aD6666D77521ae817F2ef1,"{""usd"":367864.5066323025,""base"":884460,""quote"":716.31}",SXP
cronos,candycity,WETH,0x27367196F4674d3afB871250E67adf2EcaEDF4bc,"{""usd"":60809,""base"":24.32,""quote"":518117}",ETH
osmosis,osmosis,WETH.grv,634,"{""usd"":118327,""base"":47.81,""quote"":83427}",ETH
bsc,pancakeswap,SUSHI,0x16aFc4F2Ad82986bbE2a4525601F8199AB9c832D,"{""usd"":134065.8515136811,""base"":68674,""quote"":53.82}",SUSHI
bsc,mdex,ADA,0x17632dCDA12c522Ec2bC8a08c6419aB16F249d35,"{""usd"":75503.12251714736,""base"":139435,""quote"":37752}",ADA
avalanche,traderjoe,LINK.e,0xb9f425bC9AF072a91c423e31e9eb7e04F226B39D,"{""usd"":69473,""base"":6217,""quote"":34736}",LINK
fantom,spiritswap,BTC,0x279b2c897737a50405ED2091694F225D83F2D3bA,"{""usd"":62313.147289772554,""base"":1.86,""quote"":143959}",BTC
ethereum,swapr,WETH,0x7515Be43D16f871588ADc135d58a9c30A71Eb34F,"{""usd"":687891,""base"":274.9,""quote"":343946}",ETH
bsc,babyswap,ETH,0x12C69cbebb5AeD7C85A01bc2206318fB6c03E940,"{""usd"":575949.2663482998,""base"":231.26,""quote"":1125.42}",ETH
bsc,0x97bCD9BB482144291D77ee53bFa99317A82066E8,WBNB,0x3dafe6213fbdE2f74e7D5Be443d5d2AA258d74C7,"{""usd"":158908.2889044351,""base"":309.94,""quote"":79454}",BNB
bsc,apeswap,FTM,0x47A0B7bA18Bb80E4888ca2576c2d34BE290772a6,"{""usd"":79064.11258578413,""base"":182984,""quote"":154.38}",FTM
godwoken,yokaiswap,WBTC|eth,0xAE448332e434b65EF2535055F6d8a1e3461c6F73,"{""usd"":167167,""base"":4.998,""quote"":32898194}",BTC
ethereum,sushiswap,COMP,0x31503dcb60119A812feE820bb7042752019F2355,"{""usd"":3360818,""base"":51302,""quote"":1345}",COMP
ethereum,uniswap,BNT,0x3fd4Cf9303c4BC9E13772618828712C8EaC7Dd2F,"{""usd"":67672,""base"":102092,""quote"":26.11}",BNT
ethereum,sushiswap,LINK,0xC40D16476380e4037e6b1A2594cAF6a6cc8Da967,"{""usd"":1643575,""base"":146299,""quote"":657.8}",LINK
bsc,nomiswap,ADA,0x325E05AFc5912f62c96c87a6FE51a420b567528B,"{""usd"":61534.20733086519,""base"":113481,""quote"":30767}",ADA
bsc,0x738B815eaDD06E0041b52B0C9d4F0d0D277B24bA,LTC,0x9a35A6A4d62f023d1F8176AA4F69c75AC0f9d51D,"{""usd"":135015.91321218206,""base"":923.21,""quote"":67508}",LTC
bsc,niob,WBNB,0xE2466652a46e47Fa278Be0A2ad8dce7c8445bE41,"{""usd"":107800.6248339071,""base"":210.01,""quote"":53900}",BNB
polygon,uniswap,EURS,0xC9D0CAe8343a2231b1647Ab00e639eAbdC766147,"{""usd"":262641,""base"":59782,""quote"":199757}",EUR
polygon,quickswap,AVAX,0xEb477AE74774b697B5D515eF8ca09e24FEe413b5,"{""usd"":79657.74870600973,""base"":3457.74,""quote"":51379}",AVAX
metis,tethys,WETH,0xEE5adB5b0DfC51029Aca5Ad4Bc684Ad676b307F7,"{""usd"":233346,""base"":93.71,""quote"":6970}",ETH
oec,okcswap,ETHK,0x42D0064842E0A3f9613C6b03DDe5Bd7d581bCEf5,"{""usd"":3152657.673306469,""base"":1260.69,""quote"":1576329}",ETH
bsc,apeswap,DOT,0x21CBb561c5d7D70e9E6Cc42136CB22F07552aEef,"{""usd"":149343.148199372,""base"":16338,""quote"":291.69}",DOT
bsc,mdex,XRP,0x86746cc10BA1422CB17483748105d1d1DF5A2876,"{""usd"":78894.37803649214,""base"":118157,""quote"":39447}",XRP
aptos,aux,WBTC,aux-0xae478ff7d83ed072dbc5e264250e67ef58f57c99d89b447efd8a0a2e8b2be76e-coin-t-0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea-coin-t,"{""usd"":1966510,""base"":58.61,""quote"":983255}",BTC
ethereum,sushiswap,YFI,0x088ee5007C98a9677165D78dD2109AE4a3D04d0C,"{""usd"":7069745,""base"":661,""quote"":2830}",YFI
bsc,babydogeswap,DOGE,0x2BcA13e7420AAC419b1cAdE07aD6bb1e735E0f3e,"{""usd"":713592.7350442967,""base"":5032564,""quote"":356796}",DOGE
bsc,0x940BEb635cbEeC04720AC97FADb97205676e6aa4,WBNB,0x30b4a9a0A4Be2129F9153029506F3Bc3176fe225,"{""usd"":96644.57047368001,""base"":188.19,""quote"":48322}",BNB
moonbeam,beamswap,ETH,0x6BA3071760d46040FB4dc7B627C9f68efAca3000,"{""usd"":230338,""base"":92.38,""quote"":115169}",ETH
ethereum,sushiswap,CRV,0x58Dc5a51fE44589BEb22E8CE67720B5BC5378009,"{""usd"":307846,""base"":287930,""quote"":123.2}",CRV
bsc,pancakeswap,BAND,0x168B273278F3A8d302De5E879aA30690B7E6c28f,"{""usd"":76767.94948031346,""base"":27643,""quote"":151.97}",BAND
polygon,mmfinance,WBTC,0x1aEc8fF1C39c34338327A32bBb35011432614172,"{""usd"":116977.996286,""base"":3.49,""quote"":58489}",BTC
optimism,velodrome,agEUR,0x7866C6072B09539fC0FDE82963846b80203d7beb,"{""usd"":677978.349694,""base"":321626,""quote"":338989}",EUR
heco,mdex,EOS,0x4bB6826E1Db889AE30657FA19E1a80D9aE332da5,"{""usd"":66191.29734952551,""base"":37372,""quote"":33096}",EOS
ethereum,uniswap,GBPT,0x990017e633878b26bfA6f736a1a26Af3D92b1EC7,"{""usd"":1193882,""base"":675126,""quote"":397770}",GBP
bsc,0xC3187EB9AB08eB845A12dA6A93c3Ab8655c5AF80,WBNB,0x7C98e8EAf41c15Ef87267400E15e6c134130e185,"{""usd"":72849.18866992282,""base"":141.95,""quote"":36425}",BNB
polygon,uniswap,jEUR,0x11FF14f2a27E4Fac4C6f174CF679c3E1CdC99BA7,"{""usd"":50103,""base"":30178,""quote"":18392}",EUR
ethereum,uniswap,FTM,0x3B685307C8611AFb2A9E83EBc8743dc20480716E,"{""usd"":492711,""base"":1504105,""quote"":130.8}",FTM
ethereum,uniswap,wstETH,0xD340B57AAcDD10F96FC1CF10e15921936F41E29c,"{""usd"":1805557,""base"":585.4,""quote"":806.9}",ETH
osmosis,osmosis,WETH,704,"{""usd"":12109428,""base"":4862,""quote"":8526242}",ETH
bsc,pancakeswap,MATIC,0x5AcB99428a29092555dCDc00e4565B05272a3B2B,"{""usd"":183904.30987035212,""base"":118875,""quote"":358.95}",MATIC
bsc,pancakeswap,SOL,0xEad15c55ce90A6eb6b1C3362c0b959A166c2EAC0,"{""usd"":637874.4094731414,""base"":24329,""quote"":318937}",SOL
cronos,vvsfinance,WBTC,0x8F09fFf247B8fDB80461E5Cf5E82dD1aE2EBd6d7,"{""usd"":2855530,""base"":85.05,""quote"":24278062}",BTC
fantom,spookyswap,BNB,0x956DE13EA0FA5b577E4097Be837BF4aC80005820,"{""usd"":677304.8313064141,""base"":1321.21,""quote"":1561667}",BNB
optimism,velodrome,SNX,0x9056EB7Ca982a5Dd65A584189994e6a27318067D,"{""usd"":1619588.44952,""base"":524755,""quote"":809794}",SNX
bsc,babyswap,BTCB,0x7C728d5842C22bCDf59a0E32e7C4CE3Fb2bC25C4,"{""usd"":704014.3562720565,""base"":20.97,""quote"":1374.57}",BTC
avalanche,swapsicle,BTC.b,0xf7505d0f042ae55770B3595CA9472D03E558693E,"{""usd"":91896,""base"":2.721,""quote"":3981}",BTC
avalanche,traderjoe,WETH,0xDb636857317c46B453d5AB400b278cF2dadC996E,"{""usd"":1177324,""base"":470.9,""quote"":588662}",ETH
metis,hermesprotocol,m.WBTC,0x609619faFf0cBe184920C3C3C8e9f81C634ea05B,"{""usd"":414083,""base"":12.37,""quote"":12320}",BTC
astar,zenlink,DOT,0x0fE040e338eE4DD3a39ab2493DAAb6A593Ddc754,"{""usd"":137809,""base"":15049,""quote"":1743304}",DOT
bsc,knightswap,BTCB,0xC71201ccE9d64B7C33E40FbeC058fA14597862fE,"{""usd"":219897.240835194,""base"":6.55,""quote"":429.21}",BTC
bsc,0x71539D09D3890195dDa87A6198B98B75211b72F3,BNBx,0xc5c929b9cbda49523634A80c7bFd67c0bce6C3ea,"{""usd"":458831.8345398022,""base"":854.44,""quote"":893.28}",BNB
bsc,0xE52cCf7B6cE4817449F2E6fA7efD7B567803E4b4,BTCB,0x077e69289db783801B5900F680D9796D60053dEb,"{""usd"":99590.95014712894,""base"":2.97,""quote"":66166}",BTC
bsc,0x43eBb0cb9bD53A3Ed928Dd662095aCE1cef92D19,WBNB,0x18B8047DDd8b57F1C5Fd59bC57059E0C38e9fE09,"{""usd"":100130.16501539119,""base"":195.24,""quote"":50065}",BNB
bsc,nomiswap,LINK,0xE7b2D08e7CD3270Df7FF804786F444434ff7E1F6,"{""usd"":61420.38556680414,""base"":5466.17,""quote"":30710}",LINK
bsc,mdex,BTCB,0xda28Eb7ABa389C1Ea226A420bCE04Cb565Aafb85,"{""usd"":2216555.1862662286,""base"":65.86,""quote"":1108278}",BTC
polygon,quickswap,FTM,0xD2B61a42d3790533fEDC2829951a65120624034a,"{""usd"":72469.87383358335,""base"":167976,""quote"":46709}",FTM
polygon,balancer,MANA,0xa2c0539cf5a8a930215d82106d8973a2031f7fb300020000000000000000047a-0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4-0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,"{""usd"":123051,""base"":77494,""quote"":50873173}",MANA
avalanche,0x0c6A0061F9D0afB30152b8761a273786e51bec6d,WAVAX,0xB02972A9Fd0F9d3FddD6e8885fDea380FF304473,"{""usd"":72793,""base"":3154,""quote"":36397}",AVAX
moonbeam,beamswap,BNB,0x34A1F4AB3548A92C6B32cd778Eed310FcD9A340D,"{""usd"":174031,""base"":339.5,""quote"":87015}",BNB
ethereum,uniswap,ENJ,0xe16Be1798F860bC1EB0FEb64cD67Ca00AE9b6E58,"{""usd"":277834,""base"":895376,""quote"":45.04}",ENJ
bsc,apeswap,CELR,0xB7F42e58Cf2364ac994F93f7afF3b158CFA3dC76,"{""usd"":72343.8036380162,""base"":3672642,""quote"":140.35}",CELR
bsc,mdex,DOGE,0xF8E9b725e0De8a9546916861c2904b0Eb8805b96,"{""usd"":55676.916435087114,""base"":392498,""quote"":27838}",DOGE
bsc,biswap,ONE,0xe73fe11863e4C3714EAFDee832a0987b33651f27,"{""usd"":140903.89196281263,""base"":6820211,""quote"":275.39}",ONE
arbitrum,swapr,WETH,0x403b1405d8caFFC1CC5032cC82AA135d2481d0Cf,"{""usd"":115313.244766,""base"":46.15,""quote"":57657}",ETH
avalanche,traderjoe,BUSD,0xf57971383560715CcCF94E0C639125Ae0e955e60,"{""usd"":120379,""base"":59736,""quote"":5180}",BUSD
cronos,candycity,WBTC,0x6C2b0cdB80DB4214E775a89125493c0f232d5891,"{""usd"":61680,""base"":1.83,""quote"":522190}",BTC
sxnetwork,sharkswap,WMATIC,0x9e3a12f8d2ABc3e9c2814B59130bAFCBA876cEc7,"{""usd"":303918,""base"":193212,""quote"":1253933}",MATIC
ethereum,uniswap,ANT,0x9dEF9511fEc79f83AFCBFfe4776B1D817DC775aE,"{""usd"":1521380,""base"":356615,""quote"":609}",ANT
bsc,0x738B815eaDD06E0041b52B0C9d4F0d0D277B24bA,ETC,0x3A53a3B6c43971969336Fd8255c7C27ef1bB23F7,"{""usd"":58901.753810356044,""base"":1621.07,""quote"":29451}",ETC
bsc,0xC7a506ab3ac668EAb6bF9eCf971433D6CFeF05D9,WBNB,0x60D4AC045908485FF3C21527708B34Ba41cfaeC8,"{""usd"":72710.18717622216,""base"":141.75,""quote"":36355}",BNB
bsc,biswap,VET,0x6882A3CDdA124FfE6587328fc0f473A2A7Fd973c,"{""usd"":159964.58027188273,""base"":4970488,""quote"":311.14}",VET
bsc,babyswap,ONT,0x87ef69A111eE9B4EAab2A2fe5B318fC964d45580,"{""usd"":135893.5079559101,""base"":432945,""quote"":67947}",ONT
fantom,spiritswap,CRV,0x374C8ACb146407Ef0AE8F82BaAFcF8f4EC1708CF,"{""usd"":66410.50037529643,""base"":62747,""quote"":153425}",CRV
evmos,diffusion,axlWBTC,0x2141e89dDc482064513Ce3923aca752387a0938f,"{""usd"":62360.71415013488,""base"":1.83,""quote"":82379}",BTC
ethereum,sushiswap,REN,0x611CDe65deA90918c0078ac0400A72B0D25B9bb1,"{""usd"":411058,""base"":3303288,""quote"":164.4}",REN
bsc,jswap,TRX,0x1a0C2875412e88671afA5E6b2De55d66b5F39e57,"{""usd"":66770.89809240516,""base"":659225,""quote"":33385}",TRX
bsc,mdex,BCH,0x6b35eb6CF670452Fa3Be8396b54678b1727aFA6b,"{""usd"":158473.46560386926,""base"":789.58,""quote"":308.9}",BCH
bsc,0xB9fA84912FF2383a617d8b433E926Adf0Dd3FEa1,WBNB,0xB35513a130Ce5BcFf1154D055B21368c8822C00d,"{""usd"":154284.93433843044,""base"":300.82,""quote"":77142}",BNB
polygon,sushiswap,AVAX,0x1274De0DE2e9D9b1d0E06313c0E5EdD01CC335eF,"{""usd"":66274.81239628252,""base"":2867.65,""quote"":26.5}",AVAX
cronos,croswap,WBTC,0xD3619A0DC331B545cAc23FE648c251827054B55e,"{""usd"":65051,""base"":1.933,""quote"":32525}",BTC
milkomedacardano,muesliswap,ETH,0xCb5d209493569545668aEfCd8020a22050800Ab7,"{""usd"":62344,""base"":24.92,""quote"":115280}",ETH
gnosischain,swapr,CRV,0xFeDBA8b0Ccf72Ba983e5b7b5B4EE5Bc525bae339,"{""usd"":146333,""base"":137436,""quote"":851.1}",CRV
ethereum,uniswap,HOT,0xf7849D0852FC588210B9C0d8b26F43C0c9bc1470,"{""usd"":94151,""base"":51557778,""quote"":15.83}",HOT
bsc,0x267c07A9e658cC9c6190D4cbAF26C5c8260e5eE1,ETH,0x332bC1642fA4E7876AfFE940b166469Ee37E86bB,"{""usd"":132301.64105390344,""base"":52.87,""quote"":66151}",ETH
polygon,quickswap,CIOTX,0xCddf91A44C579765227722DA371136A4f12dC81b,"{""usd"":92593.290986,""base"":2124146,""quote"":46297}",IOTX
polygon,balancer,MKR,0xc42c42256b484e574a458d5d8ee4fd7876f6d8d700020000000000000000047e-0x6f7C932e7684666C9fd1d44527765433e01fF61d-0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,"{""usd"":126944,""base"":49,""quote"":52581586}",MKR
arbitrum,camelot,WBTC,0x96059759C6492fb4e8a9777b65f307F2C811a34F,"{""usd"":326531.0816321471,""base"":9.73,""quote"":130.93}",BTC
arbitrum,0xD99c21C96103F36BC1FA26DD6448af4DA030c1EF,WETH,0xb77a493A4950cAd1b049E222d62BCE14fF423c6F,"{""usd"":1150776.580888,""base"":460.79,""quote"":575388}",ETH
avalanchedfk,defikingdoms,AVAX,0xF3EabeD6Bd905e0FcD68FC3dBCd6e3A4aEE55E98,"{""usd"":511591,""base"":21979,""quote"":1344095}",AVAX
fantom,beethovenx,WFTM,0xf3a602d30dcb723a74a0198313a7551feaca7dac00010000000000000000005f-0x04068DA6C83AFCFA0e13ba15A6696662335D5B75-0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,"{""usd"":2241041,""base"":5168917,""quote"":1121026}",FTM
godwoken,yokaiswap,BNB|bsc,0x7535C308e4D56B1D471FAF60E852a7eF58408992,"{""usd"":776351,""base"":1525,""quote"":154710511}",BNB
osmosis,osmosis,WBTC,712,"{""usd"":9814284,""base"":293.1,""quote"":6918564}",BTC
arbitrumnova,0xf6239423FcF1c19ED2791D9648A90836074242Fd,WETH,0xdBA61558A49c0A836A4106502cFbe5870DAD1743,"{""usd"":206810,""base"":83.18,""quote"":103405}",ETH
moonriver,solarbeam,xcKSM,0xea3d1E9e69ADDFA1ee5BBb89778Decd862F1F7C5,"{""usd"":1202320,""base"":24732,""quote"":96552}",KSM
arbitrum,kyberswap,wstETH,0x7acbea3b8Ab7CDF4A595C6ED81e7d3E26038d494,"{""usd"":1089423.26569,""base"":358.18,""quote"":544712}",ETH
bsc,pancakeswap,LTC,0x71b01eBdDD797c8E9E0b003ea2f4FD207fBF46cC,"{""usd"":2967014.6074299663,""base"":20298,""quote"":5792.89}",LTC
avalanche,kyberswap,WETH.e,0x1701A7E5034ED1e35C52245ab7C07DbDAf353De7,"{""usd"":352984,""base"":70.88,""quote"":22961}",ETH
iotex,mimo,CIOTX,0xa41412dafD1f1c0aE90F9fe7F137ea10a1bb5DAA,"{""usd"":4002208,""base"":91735685,""quote"":91661170}",IOTX
boba,0x06350499760aa3ea20FEd2837321a84a92417f39,WETH,0x434D9D0a7Ff9F95c733b0F7Fe27205252f9f91d8,"{""usd"":151100,""base"":59.81,""quote"":75133}",ETH
boba,oolongswap,WETH,0x232130D2802c283eb870586cAB8eE49F8Ea0B181,"{""usd"":80018,""base"":31.48,""quote"":40009}",ETH
moonbeam,stellaswap,xcIBTC,0x4C5f99045AF91D2b6d4fa0Ea89FC47cF42711555,"{""usd"":92288,""base"":2.743,""quote"":145305}",BTC
iotex,mimo,ioWBTC,0x2217B9E27a11f20b681b4dD72153F3b37127A2F3,"{""usd"":80844,""base"":2.399,""quote"":1852461}",BTC
ethereum,uniswap,COTI,0x83695f776f5C8dE31690e8A54E242a4567BA7A4b,"{""usd"":57794,""base"":878952,""quote"":8.179}",COTI
ethereum,uniswap,SUSHI,0xCE84867c3c02B05dc570d0135103d3fB9CC19433,"{""usd"":257194,""base"":131575,""quote"":102.9}",SUSHI
bsc,0x738B815eaDD06E0041b52B0C9d4F0d0D277B24bA,ADA,0x0FB3A99fa20B94760ffcD315F18a88E802b21750,"{""usd"":123620.7209477713,""base"":226789,""quote"":61810}",ADA
polygon,balancer,CRV,0xfa73e062497b0cbd5012385a08d9616ca5bd9ee900020000000000000000047b-0x172370d5Cd63279eFa6d502DAB29171933a610AF-0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,"{""usd"":121979,""base"":45653,""quote"":50555615}",CRV
avalanche,swapsicle,LINK.e,0x2C10416Cc050fD446c7Ab595b28DEE8C71F18d2A,"{""usd"":77423,""base"":6950,""quote"":3360}",LINK
moonriver,solarbeam,wstKSM,0x5568872bc43Bae3757F697c0e1b241b62Eddcc17,"{""usd"":4008084,""base"":72130,""quote"":82011}",KSM
ethereum,sushiswap,WBTC,0xCEfF51756c56CeFFCA006cD410B03FFC46dd3a58,"{""usd"":14297314,""base"":426.1,""quote"":5723}",BTC
bsc,apeswap,IOTA,0x0D70924695B6Ae496F0A74A36bf79d47307dD519,"{""usd"":75299.522257653,""base"":211272,""quote"":146.99}",IOTA
bsc,0xE52cCf7B6cE4817449F2E6fA7efD7B567803E4b4,EGLD,0x1AE6417dA93bAbcdfD258E539F129F8a0FDf95E0,"{""usd"":64301.92344872533,""base"":943.11,""quote"":42975}",EGLD
bsc,apeswap,BNBx,0xB88F211EC9ecfc2931Ae1DE53ea28Da76B9Ed37A,"{""usd"":1411639.6724484705,""base"":2625.37,""quote"":2754.79}",BNB
bsc,bakeryswap,ETH,0xa50b9c5DB61C855D5939aa1a66B26Df77745809b,"{""usd"":156239.11627347802,""base"":62.62,""quote"":304.77}",ETH
bsc,pancakeswap,DOT,0xbCD62661A6b1DEd703585d3aF7d7649Ef4dcDB5c,"{""usd"":82629.89416885667,""base"":9042.29,""quote"":161.29}",DOT
polygon,balancer,SAND,0x6ff633d7eaafe1f6e4c6f0280317b93125aaa7eb00020000000000000000065a-0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683-0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,"{""usd"":60582,""base"":29235,""quote"":25092803}",SAND
